,Train,Valid
0,0.07620828005660596,0.07246790480054477
1,0.09932711184239218,0.09531020396207646
2,0.1290460973963493,0.12338855697379603
3,0.17019547059659068,0.16393382600084228
4,0.18878602990456228,0.18066997110561078
5,0.21009247091818561,0.2003840524857755
6,0.22152910803317016,0.2108662639924782
7,0.23437696895343552,0.22361588830547607
8,0.24401044056397136,0.2274841504700229
9,0.2484264645477009,0.23078510299782506
10,0.26007689065622086,0.24033218324958983
11,0.26727149136748596,0.24698221376235208
12,0.27278163010755974,0.25038794671015374
13,0.2827984729796459,0.2587223095854446
14,0.2868100503734182,0.2621689686034766
15,0.2892097398562682,0.263520440191258
16,0.29183556111548337,0.2648283240315753
17,0.2949159428220577,0.26695495290781046
18,0.2984155710851992,0.2685879190979312
19,0.3002614805334033,0.2691241983667254
20,0.30472024677041987,0.27263437578546934
21,0.3077081362477663,0.27565416339831605
22,0.3105409658130682,0.27670818401420827
23,0.31258632823917853,0.2777322257463464
24,0.31494968262873946,0.2781972955582529
25,0.31872096136908246,0.2802735847240664
26,0.3209109878989116,0.28098124100036603
27,0.32293470263165114,0.28158509852931557
28,0.32469949006832033,0.2813589338399255
29,0.3286914381301128,0.2793046698649514
