,Train,Valid
0,0.07584962830518094,0.07212286710098714
1,0.10109570131000156,0.09704318470454953
2,0.1416817145582101,0.13379146043549084
3,0.1810840823283475,0.17157193489986178
4,0.20246188788834463,0.18308529296843556
5,0.2413259164340248,0.2068120755591234
6,0.2582809305371149,0.21895149034374928
7,0.27082766178778317,0.22515920862258
8,0.28637425594656507,0.20364187133057243
9,0.2991362207232958,0.20625675408362332
10,0.33155746161862265,0.23263923474668136
11,0.34475424001052946,0.2417568764391611
12,0.3548533364537416,0.245068955886521
13,0.3671819908373084,0.2564217070098178
14,0.3704919249008555,0.2665262972469431
15,0.38836807733107825,0.2753317163574981
16,0.39329551893830084,0.281246239438959
17,0.4696513619539844,0.297750480926566
18,0.4666526241028057,0.29775649391057646
19,0.4704387344788298,0.3053236211046134
20,0.4644331913946864,0.30616996272719066
21,0.4633903855418594,0.2985823538983037
22,0.46430779625998997,0.30277894896632584
23,0.4645669093406395,0.30046060166911503
24,0.4726636264310655,0.3097331021847666
25,0.5029524036789357,0.2980778799819854
26,0.5195604978014172,0.28958475680611473
27,0.5172359429444748,0.2884076087135209
28,0.5183894126061659,0.2859868259973323
29,0.5243093670765293,0.28177998694548134
