,Train,Valid
0,0.3231277300626977,0.32108592882900866
1,0.3356477708327358,0.3325759831588889
2,0.35756625430196076,0.353589955371447
3,0.35950881834764026,0.35435223228654755
4,0.3661977534958044,0.36001865769392694
5,0.3682035196889477,0.3607414526677041
6,0.3682035196889477,0.3607414526677041
7,0.3991661497070702,0.39100370559805053
8,0.40240886581848134,0.3933205438623917
9,0.4026259214319796,0.3929731200533112
10,0.41567832257234294,0.4058024624036315
11,0.41599405752892404,0.40517084427087224
12,0.44167689277723365,0.42988216660919554
13,0.4477837260970978,0.43510312617527147
14,0.4487200558834352,0.4350838260867681
15,0.4499133812282433,0.43514970008996556
16,0.45894156665155794,0.4439348911188068
17,0.4593152180686084,0.44379166778458845
18,0.4593152180686084,0.44379166778458845
19,0.47868039942494356,0.4626265297743575
20,0.47962390781390185,0.4634913346886954
21,0.48593301860501126,0.46917973016864567
22,0.49275628939314386,0.4753282686867786
23,0.49283225802365516,0.4750070191248723
24,0.4950115473200335,0.4764911780939377
25,0.495938862506876,0.4765469408713431
26,0.4971744638396923,0.4769932339111118
27,0.5036465409798986,0.48239678457458046
28,0.5098139262507038,0.48829400172796933
29,0.5108251132336497,0.48773128249199704
30,0.5119297501050113,0.48817739542023253
31,0.5120356950420164,0.48719277483637136
32,0.5120356950420164,0.48719277483637136
33,0.512666070632825,0.4870143021668364
34,0.5128613300292204,0.48642174808401073
35,0.5139259028512501,0.48711094261413734
36,0.5143173942297422,0.4871876424138162
37,0.5167032531505,0.489021816002322
38,0.5173605340994942,0.48908275322543215
39,0.517756899226365,0.48865870724844207
