,Train,Valid
0,0.644913643718821,0.3117514993109267
1,0.7578284767142637,0.441023548861755
2,0.8386608237908748,0.5222870569051627
3,0.8445887284833469,0.5212254231041423
4,0.8644265563396366,0.5947169923810907
5,0.867270646673179,0.6037620876773417
6,0.867270646673179,0.6037620876773417
7,0.8681399183149491,0.5949351170270769
8,0.8744178767234239,0.6060707713868217
9,0.8742439674412918,0.6026566026567526
10,0.8757090553119706,0.6085649873121957
11,0.8769100504699519,0.6122942248445895
12,0.8766952157380508,0.608203450419731
13,0.8724111616651805,0.6112963352331957
14,0.8759399760082828,0.6009535295903413
15,0.8761762900895212,0.6107015095554919
16,0.8762063049754863,0.6022766424614271
17,0.8773562329362977,0.5976276465503184
18,0.8773562329362977,0.5976276465503184
19,0.8784859419741662,0.61409967607424
20,0.8764074997614723,0.6081831282723218
21,0.8761611610016172,0.6112455328536797
22,0.8753475323651182,0.6097228597370626
23,0.8750795143882928,0.6063613167093125
24,0.8905380747318965,0.6139251490955467
25,0.8985836537362206,0.6147988692991103
26,0.8988831755145973,0.6273293014786903
27,0.8986156039958079,0.6204401320897914
28,0.8963277785019412,0.6222318593224726
29,0.899417858268928,0.6230593317356459
30,0.9020536720307322,0.6200633575167431
31,0.9049232689101031,0.623673489984625
32,0.9049232689101031,0.623673489984625
33,0.905505466028555,0.621275902240428
34,0.9050601043973114,0.6185635920918418
35,0.9051816888594225,0.617096615592093
36,0.9048214081883525,0.6198414156510539
37,0.9056023086786242,0.6178166927146427
38,0.9061112932139759,0.6187352953475513
39,0.9059252739487386,0.6230721262063121
